Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Frame style (product.metafields.shopify.frame-style),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
coastline-acrylic-on-canvas-100-x-60-x-4-cm,"""Coastline""","<div class=""OutlineElement Ltr SCXW31830283 BCX0"">
<p class=""Paragraph SCXW31830283 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW31830283 BCX0""><span class=""NormalTextRun SCXW31830283 BCX0"">Let your imagination drift along the rugged beauty of </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW31830283 BCX0""><span class=""NormalTextRun SCXW31830283 BCX0"">Coastline</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW31830283 BCX0""><span class=""NormalTextRun SCXW31830283 BCX0"">. With flowing layers of earthy browns, soft greys, deep blacks, and gentle hints of coral pink and oceanic blue, this piece evokes the raw power and quiet poetry of nature's edges. Rich textures and organic patterns mimic the erosion of cliffs and the endless dance of waves, inviting a sense of freedom and exploration. Ideal for collectors inspired by nature’s artistry, </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW31830283 BCX0""><span class=""NormalTextRun SCXW31830283 BCX0"">Coastline</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW31830283 BCX0""><span class=""NormalTextRun SCXW31830283 BCX0""> brings depth, serenity, and natural elegance to any space.</span></span><span class=""EOP SCXW31830283 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW31830283 BCX0"">
<p class=""Paragraph SCXW31830283 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW31830283 BCX0""><span class=""NormalTextRun SCXW31830283 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW31830283 BCX0""><span class=""NormalTextRun SCXW31830283 BCX0""> 100 x 60 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW31830283 BCX0"">4 cm</span></span><span class=""EOP SCXW31830283 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW31830283 BCX0"">
<p class=""Paragraph SCXW31830283 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW31830283 BCX0""><span class=""NormalTextRun SCXW31830283 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW31830283 BCX0""><span class=""NormalTextRun SCXW31830283 BCX0""> Acrylic on canvas</span></span><span class=""EOP SCXW31830283 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW31830283 BCX0"">
<p class=""Paragraph SCXW31830283 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW31830283 BCX0""><span class=""NormalTextRun SCXW31830283 BCX0"">Finish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW31830283 BCX0""><span class=""NormalTextRun SCXW31830283 BCX0""> Ready to hang</span></span><span class=""EOP SCXW31830283 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,650.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/coastline2.jpg?v=1746615491,1,"",false,,,,acrylic,landscape,,kg,,,active
coastline-acrylic-on-canvas-100-x-60-x-4-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/coastline1.jpg?v=1746615491,2,"",,,,,,,,,,,
coastline-acrylic-on-canvas-100-x-60-x-4-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/coastline4.jpg?v=1746615491,3,"",,,,,,,,,,,
coastline-acrylic-on-canvas-100-x-60-x-4-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Coastline.jpg?v=1746615489,4,"",,,,,,,,,,,
coastline-acrylic-on-canvas-100-x-60-x-4-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/coastline3.jpg?v=1746615489,5,"",,,,,,,,,,,
shiny-green-acrylic-on-canvas-with-epoxy-resin-finish-100-x-80-x-4-cm-1,"""Shiny Green""","<div class=""OutlineElement Ltr SCXW214409525 BCX0"">
<div class=""OutlineElement Ltr SCXW214409525 BCX0"">
<p class=""Paragraph SCXW214409525 BCX0""><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW214409525 BCX0""><span class=""NormalTextRun SCXW214409525 BCX0"">Shiny Green</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW214409525 BCX0""><span class=""NormalTextRun SCXW214409525 BCX0""> is a vivid celebration of vitality and flow. Lush green tones meet deep crimson and earthy neutrals, brought to life through sweeping, textured brushwork and accentuated by a radiant epoxy resin finish. The glossy surface enhances every detail, creating an almost liquid depth that draws the viewer into its organic movement. A perfect choice for collectors who appreciate art that feels alive and ever-changing, </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW214409525 BCX0""><span class=""NormalTextRun SCXW214409525 BCX0"">Shiny Green</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW214409525 BCX0""><span class=""NormalTextRun SCXW214409525 BCX0""> adds energy and elegance to any contemporary space.</span></span><span class=""EOP SCXW214409525 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW214409525 BCX0"">
<p class=""Paragraph SCXW214409525 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW214409525 BCX0""><span class=""NormalTextRun SCXW214409525 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW214409525 BCX0""><span class=""NormalTextRun SCXW214409525 BCX0""> 100 x 80 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW214409525 BCX0"">4 cm</span></span><span class=""EOP SCXW214409525 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW214409525 BCX0"">
<p class=""Paragraph SCXW214409525 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW214409525 BCX0""><span class=""NormalTextRun SCXW214409525 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW214409525 BCX0""><span class=""NormalTextRun SCXW214409525 BCX0""> Acrylic on canvas, finished with epoxy resin</span></span><span class=""EOP SCXW214409525 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW214409525 BCX0"">
<p class=""Paragraph SCXW214409525 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW214409525 BCX0""><span class=""NormalTextRun SCXW214409525 BCX0"">Finish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW214409525 BCX0""><span class=""NormalTextRun SCXW214409525 BCX0""> Glossy, ready to hang</span></span><span class=""EOP SCXW214409525 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3500.0,shopify,1,deny,manual,950.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/shinygreen2_301cd9e5-d0b3-46f9-9d81-cc24562885ce.jpg?v=1746615564,1,"",false,,,,acrylic,art,,kg,,,active
shiny-green-acrylic-on-canvas-with-epoxy-resin-finish-100-x-80-x-4-cm-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/shinygreen1_e7ac5ae3-707d-493b-9415-b8fe1e7322eb.jpg?v=1746615564,2,"",,,,,,,,,,,
shiny-green-acrylic-on-canvas-with-epoxy-resin-finish-100-x-80-x-4-cm-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/shinygreen.png?v=1746528812,3,"",,,,,,,,,,,
shiny-green-acrylic-on-canvas-with-epoxy-resin-finish-100-x-80-x-4-cm-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/shinygreen.jpg?v=1746528812,4,"",,,,,,,,,,,
shiny-green-acrylic-on-canvas-with-epoxy-resin-finish-100-x-80-x-4-cm-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/shinygreen3.jpg?v=1744122697,5,"",,,,,,,,,,,
serenity,"""Serenity""","<div class=""OutlineElement Ltr SCXW247941660 BCX0"">
<p class=""Paragraph SCXW247941660 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW247941660 BCX0""><span class=""NormalTextRun SCXW247941660 BCX0"">Immerse yourself in the calming embrace of </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW247941660 BCX0""><span class=""NormalTextRun SCXW247941660 BCX0"">Serenity</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW247941660 BCX0""><span class=""NormalTextRun SCXW247941660 BCX0"">. Gentle waves of deep charcoal, soft greys, and warm amber flow together in rich textures, evoking the soothing rhythm of nature’s quiet moments. The layered brushwork creates depth and softness, inviting peaceful reflection. Perfect for collectors who seek a tranquil focal point, </span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW247941660 BCX0""><span class=""NormalTextRun SCXW247941660 BCX0"">Serenity</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW247941660 BCX0""><span class=""NormalTextRun SCXW247941660 BCX0""> brings a sense of balance and calm to any space, making it a sanctuary of stillness in a busy world.</span></span><span class=""EOP SCXW247941660 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW247941660 BCX0"">
<p class=""Paragraph SCXW247941660 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW247941660 BCX0""><span class=""NormalTextRun SCXW247941660 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW247941660 BCX0""><span class=""NormalTextRun SCXW247941660 BCX0""> 90 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW247941660 BCX0"">90 cm</span></span><span class=""EOP SCXW247941660 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW247941660 BCX0"">
<p class=""Paragraph SCXW247941660 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW247941660 BCX0""><span class=""NormalTextRun SCXW247941660 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW247941660 BCX0""><span class=""NormalTextRun SCXW247941660 BCX0""> Acrylic on canvas</span></span><span class=""EOP SCXW247941660 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW247941660 BCX0"">
<p class=""Paragraph SCXW247941660 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW247941660 BCX0""><span class=""NormalTextRun SCXW247941660 BCX0"">Finish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW247941660 BCX0""><span class=""NormalTextRun SCXW247941660 BCX0""> Ready to hang</span></span><span class=""EOP SCXW247941660 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,680.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/serenity3.jpg?v=1746615690,1,"",false,,,blue,acrylic,art,,kg,,,active
serenity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/serenity1.jpg?v=1746615690,2,"",,,,,,,,,,,
serenity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/serenity2.jpg?v=1746530049,3,"",,,,,,,,,,,
serenity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Serenity.jpg?v=1746530049,4,"",,,,,,,,,,,
sandy-acrylic-on-canvas-90-x-90-cm,"""Sandy""","<div class=""OutlineElement Ltr SCXW233078331 BCX0"">
<p class=""Paragraph SCXW233078331 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW233078331 BCX0""><span class=""NormalTextRun SCXW233078331 BCX0"">Soft yet striking, </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW233078331 BCX0""><span class=""NormalTextRun SCXW233078331 BCX0"">Sandy</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW233078331 BCX0""><span class=""NormalTextRun SCXW233078331 BCX0""> captures the serene essence of windswept dunes meeting expressive creativity. Warm sandy gold tones form the backdrop for bold splashes of deep indigo and violet, while dynamic strokes of black and vibrant yellow dance across the canvas, adding rhythm and vitality. This balanced composition brings a contemporary sophistication to any space, perfect for collectors seeking a piece that radiates both calm and spirited movement.</span></span><span class=""EOP SCXW233078331 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW233078331 BCX0"">
<p class=""Paragraph SCXW233078331 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW233078331 BCX0""><span class=""NormalTextRun SCXW233078331 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW233078331 BCX0""><span class=""NormalTextRun SCXW233078331 BCX0""> 90 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW233078331 BCX0"">90 cm</span></span><span class=""EOP SCXW233078331 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW233078331 BCX0"">
<p class=""Paragraph SCXW233078331 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW233078331 BCX0""><span class=""NormalTextRun SCXW233078331 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW233078331 BCX0""><span class=""NormalTextRun SCXW233078331 BCX0""> Acrylic on canvas</span></span><span class=""EOP SCXW233078331 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW233078331 BCX0"">
<p class=""Paragraph SCXW233078331 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW233078331 BCX0""><span class=""NormalTextRun SCXW233078331 BCX0"">Finish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW233078331 BCX0""><span class=""NormalTextRun SCXW233078331 BCX0""> Ready to hang</span></span><span class=""EOP SCXW233078331 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,670.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/sandy.2jpg.jpg?v=1744122560,1,"",false,,,,acrylic,art,,kg,,,active
sandy-acrylic-on-canvas-90-x-90-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/sandy1.jpg?v=1746688483,2,"",,,,,,,,,,,
sandy-acrylic-on-canvas-90-x-90-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/sandy.jpg?v=1746688483,3,"",,,,,,,,,,,
sandy-acrylic-on-canvas-90-x-90-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/sandy3.jpg?v=1744122560,4,"",,,,,,,,,,,
optimism-acrylic-on-canvas-90-x-90-cm,"""Optimism""","<div class=""OutlineElement Ltr SCXW248435943 BCX0"">
<p class=""Paragraph SCXW248435943 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW248435943 BCX0""><span class=""NormalTextRun SCXW248435943 BCX0"">Radiating subtle strength and quiet hope, </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW248435943 BCX0""><span class=""NormalTextRun SCXW248435943 BCX0"">Optimism</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW248435943 BCX0""><span class=""NormalTextRun SCXW248435943 BCX0""> invites you to see the beauty in new beginnings. Earthy tones of warm terracotta and deep sienna mingle with fresh bursts of emerald green and soft light accents, creating a harmonious balance between grounded calm and uplifting energy. The layered textures and free-flowing strokes capture the essence of looking forward with courage and positivity. Perfect for collectors who cherish artwork that inspires daily renewal and resilience.</span></span><span class=""EOP SCXW248435943 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW248435943 BCX0"">
<p class=""Paragraph SCXW248435943 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW248435943 BCX0""><span class=""NormalTextRun SCXW248435943 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW248435943 BCX0""><span class=""NormalTextRun SCXW248435943 BCX0""> 90 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW248435943 BCX0"">90 cm</span></span><span class=""EOP SCXW248435943 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW248435943 BCX0"">
<p class=""Paragraph SCXW248435943 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW248435943 BCX0""><span class=""NormalTextRun SCXW248435943 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW248435943 BCX0""><span class=""NormalTextRun SCXW248435943 BCX0""> Acrylic on canvas</span></span><span class=""EOP SCXW248435943 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW248435943 BCX0"">
<p class=""Paragraph SCXW248435943 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW248435943 BCX0""><span class=""NormalTextRun SCXW248435943 BCX0"">Finish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW248435943 BCX0""><span class=""NormalTextRun SCXW248435943 BCX0""> Ready to hang</span></span><span class=""EOP SCXW248435943 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,780.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/optimism2.jpg?v=1746688531,1,"",false,,,,acrylic,art,,kg,,,active
optimism-acrylic-on-canvas-90-x-90-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/optimism1.jpg?v=1746688531,2,"",,,,,,,,,,,
optimism-acrylic-on-canvas-90-x-90-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Optimism5.jpg?v=1746688531,3,"",,,,,,,,,,,
optimism-acrylic-on-canvas-90-x-90-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Optimism.jpg?v=1746688531,4,"",,,,,,,,,,,
optimism-acrylic-on-canvas-90-x-90-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/optimism3.jpg?v=1744281924,5,"",,,,,,,,,,,
optimism-acrylic-on-canvas-90-x-90-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/optimism4.jpg?v=1744281924,6,"",,,,,,,,,,,
movement-acrylic-on-canvas-90-x-90-cm,"""Movement""","<div class=""OutlineElement Ltr SCXW91933403 BCX0"">
<p class=""Paragraph SCXW91933403 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW91933403 BCX0""><span class=""NormalTextRun SCXW91933403 BCX0"">Feel the rhythm and spontaneity of life with </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW91933403 BCX0""><span class=""NormalTextRun SCXW91933403 BCX0"">Movement</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW91933403 BCX0""><span class=""NormalTextRun SCXW91933403 BCX0"">. Bursting with layers of vibrant reds, energetic oranges, cool turquoise, and expressive black linework, this abstract piece captures the dynamic beauty of motion. Bold textures and confident strokes create a visual symphony that invites the viewer to follow its pulse. Ideal for collectors drawn to art that conveys energy, freedom, and creative flow, </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW91933403 BCX0""><span class=""NormalTextRun SCXW91933403 BCX0"">Movement</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW91933403 BCX0""><span class=""NormalTextRun SCXW91933403 BCX0""> will transform any space into a lively and inspiring environment.</span></span><span class=""EOP SCXW91933403 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW91933403 BCX0"">
<p class=""Paragraph SCXW91933403 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW91933403 BCX0""><span class=""NormalTextRun SCXW91933403 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW91933403 BCX0""><span class=""NormalTextRun SCXW91933403 BCX0""> 90 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW91933403 BCX0"">90 cm</span></span><span class=""EOP SCXW91933403 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW91933403 BCX0"">
<p class=""Paragraph SCXW91933403 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW91933403 BCX0""><span class=""NormalTextRun SCXW91933403 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW91933403 BCX0""><span class=""NormalTextRun SCXW91933403 BCX0""> Acrylic on canvas</span></span><span class=""EOP SCXW91933403 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW91933403 BCX0"">
<p class=""Paragraph SCXW91933403 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW91933403 BCX0""><span class=""NormalTextRun SCXW91933403 BCX0"">F</span><span class=""NormalTextRun SCXW91933403 BCX0"">inish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW91933403 BCX0""><span class=""NormalTextRun SCXW91933403 BCX0""> Ready to hang</span></span><span class=""EOP SCXW91933403 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,870.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/movement3.jpg?v=1746688590,1,"",false,,,,acrylic,art,,kg,,,active
movement-acrylic-on-canvas-90-x-90-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/movement1.jpg?v=1746688590,2,"",,,,,,,,,,,
movement-acrylic-on-canvas-90-x-90-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/movement2.jpg?v=1746688590,3,"",,,,,,,,,,,
movement-acrylic-on-canvas-90-x-90-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Movement.jpg?v=1746529215,4,"",,,,,,,,,,,
